customer_id,date,customer_gender,customer_age,customer_location,customer_type,has_cc,has_mortgage,convenience,customer_service,online_banking,interest_rates,fees_charges,community_involvement,products_services,privacy_security,reputation,satisfied
208090,26-06-2022,,,Leinster,Personal,TRUE,TRUE,3,5,2,3,1,1,1,1,4,TRUE
218206,26-08-2021,,60,Leinster,Business,TRUE,FALSE,2,2,3,5,2,,5,5,4,TRUE
272306,23-10-2022,Female,67,,Personal,FALSE,FALSE,5,5,3,4,3,3,3,,5,TRUE
110180,29-01-2022,Female,,,Business-Plus,TRUE,FALSE,5,3,3,5,5,2,,1,3,TRUE
375891,25-02-2022,Male,82,Leinster,Personal,TRUE,FALSE,3,3,4,3,2,3,1,3,4,FALSE
305592,23-06-2022,Female,48,,Personal,TRUE,TRUE,4,4,1,3,1,,3,1,1,FALSE
16327,23-10-2021,Female,49,,Business,TRUE,FALSE,3,3,4,4,3,3,3,3,,TRUE
115924,05-07-2021,Male,38,Leinster,Personal,TRUE,FALSE,5,2,5,5,5,5,1,5,2,TRUE
232594,02-08-2022,Not specified,33,Leinster,Business,TRUE,FALSE,5,5,4,4,4,2,3,4,4,TRUE
386992,26-08-2021,Male,41,Leinster,Business,FALSE,FALSE,4,4,4,,5,1,5,5,3,TRUE
293453,10-03-2021,Male,,Leinster,Personal,TRUE,TRUE,2,4,2,1,2,2,3,3,1,TRUE
237307,25-11-2021,Male,38,,Personal,TRUE,TRUE,4,1,4,3,2,4,3,4,4,TRUE
200567,15-01-2021,Female,46,Munster,Business,TRUE,FALSE,3,4,4,3,2,,4,4,3,FALSE
303513,22-01-2022,Male,61,Ulster,Business,TRUE,FALSE,2,2,3,4,4,3,4,4,4,TRUE
83825,16-08-2022,Not specified,,Connacht,Business,TRUE,FALSE,2,2,2,2,2,5,5,4,2,FALSE
124809,08-05-2022,,67,Leinster,Business,TRUE,FALSE,4,4,5,5,4,5,5,5,3,TRUE
311327,30-10-2022,Female,36,Connacht,Personal,TRUE,FALSE,3,3,3,4,,4,3,2,4,FALSE
16094,07-12-2021,Male,49,Munster,Business,TRUE,FALSE,1,1,5,3,,,4,4,,TRUE
273931,26-11-2021,Female,64,Ulster,Personal,FALSE,FALSE,,2,4,4,4,4,3,5,4,TRUE
26483,28-08-2021,Male,49,,Personal,TRUE,TRUE,4,4,2,4,4,4,4,,,FALSE
285849,19-07-2021,Male,69,Munster,Personal,TRUE,FALSE,4,1,2,3,3,4,4,2,3,TRUE
2787,14-02-2021,Male,42,Connacht,Personal,FALSE,FALSE,2,3,3,2,2,3,4,3,2,FALSE
211241,14-07-2021,Male,57,Leinster,Business,TRUE,TRUE,2,2,3,2,4,4,4,,2,FALSE
342997,07-06-2022,Female,,Leinster,Business,TRUE,FALSE,2,4,4,,3,3,2,3,3,FALSE
241041,06-01-2022,Female,38,,Personal,TRUE,TRUE,1,1,1,3,4,3,4,3,4,FALSE
238905,12-09-2022,Female,66,Leinster,Personal,TRUE,TRUE,2,3,3,2,1,1,1,,2,FALSE
231127,05-08-2022,Male,57,Munster,Personal,TRUE,FALSE,2,2,2,4,1,1,,,,FALSE
85528,13-02-2022,Male,50,Ulster,Business,FALSE,FALSE,4,2,1,5,5,5,5,3,5,TRUE
116956,26-01-2021,Female,52,Munster,Business,TRUE,FALSE,2,2,4,4,4,4,4,4,4,TRUE
40761,19-07-2021,Male,,Ulster,Personal,TRUE,TRUE,1,1,3,2,4,3,4,5,4,FALSE
207031,16-12-2021,Female,,Leinster,Business,TRUE,FALSE,1,1,4,5,4,,5,4,5,TRUE
208044,18-10-2021,Male,36,Munster,Personal,TRUE,FALSE,1,2,2,2,3,1,3,4,,FALSE
112300,14-04-2022,f,47,Leinster,Business,FALSE,FALSE,1,3,4,4,4,4,2,4,4,TRUE
266388,01-09-2021,Male,,Connacht,Business,TRUE,FALSE,1,3,3,3,1,,1,1,1,FALSE
141546,28-05-2021,m,32,Munster,Personal,TRUE,TRUE,2,2,2,2,3,3,5,4,3,FALSE
65148,25-06-2022,Male,37,,Personal,TRUE,TRUE,3,3,3,2,3,4,4,,3,FALSE
73497,04-08-2021,f,51,Connacht,Business-Plus,TRUE,FALSE,1,1,3,3,1,1,1,1,2,FALSE
58781,04-12-2021,Female,34,Munster,Business,TRUE,TRUE,3,1,3,3,4,1,1,2,,FALSE
49313,23-06-2022,Female,,Leinster,Business,TRUE,FALSE,1,1,3,4,4,4,2,1,4,FALSE
122645,21-01-2021,Female,31,Munster,Business,TRUE,FALSE,1,1,1,3,3,1,2,3,1,FALSE
76684,30-06-2021,f,28,Leinster,Personal,TRUE,FALSE,5,4,5,5,5,4,1,3,3,TRUE
139930,01-12-2021,Male,55,Ulster,Business,FALSE,FALSE,2,5,4,4,2,2,2,3,1,FALSE
50113,25-01-2021,Female,,Leinster,Business-Plus,FALSE,FALSE,1,2,1,2,4,1,2,3,4,FALSE
51373,13-03-2022,Male,48,Munster,Personal,TRUE,FALSE,4,1,1,2,2,3,4,1,2,FALSE
280259,23-02-2021,,58,,Business,FALSE,FALSE,4,4,5,4,5,5,5,2,4,TRUE
134164,07-09-2021,Male,36,,Personal,TRUE,TRUE,3,3,3,2,1,3,4,,1,FALSE
92868,25-03-2021,Female,30,Munster,Personal,TRUE,TRUE,3,3,3,4,5,2,5,5,3,FALSE
120669,20-03-2022,,22,Leinster,Business,TRUE,TRUE,,4,4,3,1,3,4,4,1,FALSE
279009,28-05-2021,Male,18,Ulster,Business-Plus,TRUE,FALSE,2,3,2,4,4,1,4,3,1,FALSE
292571,31-01-2021,Male,,,Business,TRUE,FALSE,2,2,4,4,4,4,4,4,2,TRUE
241670,24-09-2021,Female,38,Leinster,Business,FALSE,TRUE,3,1,3,3,4,4,4,1,4,FALSE
300463,13-11-2022,Female,61,Leinster,Personal,FALSE,TRUE,1,4,2,2,5,5,2,5,2,FALSE
164385,02-07-2022,Male,50,Munster,Business,TRUE,FALSE,4,4,3,2,4,3,4,4,2,TRUE
62541,25-04-2021,,37,Leinster,Business,TRUE,FALSE,2,1,2,3,3,3,3,,3,FALSE
209682,26-08-2022,Not specified,61,Leinster,Business,TRUE,FALSE,4,4,3,2,5,4,4,5,5,TRUE
363975,12-12-2022,Female,56,Leinster,Personal,TRUE,FALSE,2,1,4,4,3,2,2,2,5,TRUE
166278,30-07-2021,Male,,Munster,Personal,TRUE,TRUE,4,4,4,3,4,3,4,4,,FALSE
69216,18-09-2021,Female,56,Leinster,Personal,TRUE,FALSE,4,5,2,4,2,3,1,4,4,TRUE
119163,06-06-2022,Male,91,Leinster,Business-Plus,TRUE,FALSE,3,4,4,3,2,1,4,1,4,FALSE
288934,04-04-2021,Unspecified,86,Leinster,Personal,TRUE,FALSE,5,4,3,4,5,5,5,5,1,TRUE
340584,08-10-2022,Female,49,Ulster,Business,TRUE,TRUE,2,2,2,2,3,4,5,4,3,FALSE
362349,30-09-2022,Male,30,Connacht,Personal,TRUE,FALSE,2,3,3,3,3,2,4,3,1,FALSE
17530,01-04-2021,Female,34,,Personal,TRUE,FALSE,4,4,4,2,2,1,2,1,2,FALSE
319198,04-12-2022,Female,62,Munster,Business,TRUE,FALSE,1,1,4,5,4,,3,4,5,TRUE
26162,11-04-2021,Female,61,Leinster,Personal,TRUE,TRUE,3,3,4,3,5,5,5,5,2,FALSE
234987,17-11-2021,Male,61,Munster,Personal,TRUE,TRUE,3,4,4,3,5,5,4,5,,FALSE
362182,29-11-2021,Unspecified,,Leinster,Business,TRUE,FALSE,5,5,5,5,5,3,3,3,3,TRUE
81534,28-02-2021,,,,Business,FALSE,FALSE,2,2,2,2,4,4,4,4,3,TRUE
105501,25-11-2021,Female,53,Connacht,Business,TRUE,FALSE,2,2,2,5,5,3,4,4,5,FALSE
186676,13-10-2021,Female,30,Munster,Business,TRUE,FALSE,4,4,2,4,2,2,5,1,2,TRUE
90619,02-11-2021,Female,63,Munster,Personal,TRUE,TRUE,1,1,2,1,2,3,2,3,,FALSE
42669,04-07-2022,Not specified,59,Munster,Personal,TRUE,FALSE,4,4,4,3,4,4,4,3,3,TRUE
311201,05-07-2022,Male,40,,Business,FALSE,FALSE,2,2,4,3,5,3,5,,4,TRUE
33624,14-07-2022,,33,Connacht,Personal,TRUE,FALSE,4,3,4,5,5,4,5,4,5,TRUE
19309,04-05-2022,Female,44,,Business,TRUE,FALSE,3,4,4,4,4,5,5,5,,FALSE
37860,06-07-2022,f,,Munster,Business,TRUE,FALSE,1,1,5,4,5,5,5,2,3,TRUE
11844,09-03-2022,Female,55,Leinster,Business,TRUE,TRUE,4,4,4,4,1,3,4,3,,TRUE
188851,11-02-2022,Male,,Munster,Business-Plus,TRUE,TRUE,4,4,4,4,3,4,5,,3,FALSE
277068,02-12-2021,Male,,Connacht,Business,TRUE,FALSE,2,3,3,3,3,,3,4,1,TRUE
20882,18-07-2022,m,30,Leinster,Business,TRUE,FALSE,3,2,2,1,1,1,3,4,1,FALSE
270229,15-10-2022,Male,39,Leinster,Personal,TRUE,FALSE,3,5,2,2,3,2,3,4,3,FALSE
184136,11-08-2022,,39,Leinster,Personal,TRUE,TRUE,1,1,1,3,1,4,4,5,1,FALSE
286855,19-01-2021,Female,44,Connacht,Business,TRUE,FALSE,3,3,5,1,1,3,4,4,1,TRUE
188918,08-05-2021,Female,25,Leinster,Personal,FALSE,FALSE,4,4,4,1,4,2,3,4,1,FALSE
94333,19-09-2022,Female,63,,Personal,FALSE,TRUE,3,3,2,1,2,3,2,2,2,FALSE
275764,10-09-2021,Male,,Munster,Business,TRUE,FALSE,3,3,3,3,,2,1,3,3,FALSE
183709,22-01-2022,m,51,Ulster,Personal,TRUE,TRUE,3,3,3,2,4,1,3,2,4,FALSE
60323,02-08-2021,Male,,Munster,Personal,TRUE,TRUE,4,4,4,4,1,1,5,4,1,TRUE
242125,02-05-2021,Female,68,Munster,Business,TRUE,FALSE,2,1,3,4,2,2,2,3,4,FALSE
240627,18-06-2021,Female,33,Munster,Personal,TRUE,FALSE,1,3,3,3,2,3,3,3,3,FALSE
334521,04-05-2021,Female,,,Personal,TRUE,TRUE,4,4,4,4,4,2,3,3,3,FALSE
163525,20-12-2021,Female,65,Leinster,Business,TRUE,FALSE,3,,5,4,4,4,1,4,4,TRUE
159989,05-03-2021,Female,42,Leinster,Personal,TRUE,TRUE,4,1,4,2,1,3,3,4,2,FALSE
43562,20-08-2022,m,49,Munster,Business,TRUE,FALSE,1,5,5,2,2,3,4,3,4,TRUE
154123,17-09-2022,,66,Leinster,Business,TRUE,FALSE,4,3,4,1,2,3,1,3,3,TRUE
180357,14-09-2022,Male,36,Leinster,Business,TRUE,FALSE,4,2,3,4,4,1,4,3,4,FALSE
265584,23-10-2021,Male,27,Connacht,Personal,TRUE,TRUE,2,2,2,4,1,,4,2,1,FALSE
270567,02-09-2021,Male,,Connacht,Business,FALSE,FALSE,4,4,5,5,4,4,4,4,4,TRUE
332044,24-10-2022,Male,53,,Business,TRUE,FALSE,4,4,3,2,4,4,4,4,4,TRUE
57183,15-07-2021,Female,30,,Personal,TRUE,FALSE,3,2,3,1,5,3,4,4,5,FALSE
348490,26-09-2021,Female,43,Munster,Business,TRUE,FALSE,3,1,3,4,1,5,5,4,3,FALSE
367604,08-03-2021,Male,46,Connacht,Personal,TRUE,FALSE,1,4,2,3,1,4,1,4,,FALSE
294023,07-03-2022,Female,53,Leinster,Personal,TRUE,TRUE,5,5,4,3,1,,,1,1,TRUE
20774,27-05-2022,Female,34,Munster,Business,TRUE,FALSE,3,3,3,,3,2,4,4,,FALSE
134343,12-09-2021,Male,48,Munster,Business,TRUE,FALSE,1,1,4,4,3,5,5,4,,TRUE
108090,14-01-2021,Female,55,Ulster,Business,TRUE,FALSE,3,4,5,5,3,1,3,3,,TRUE
358771,01-05-2022,,29,Leinster,Business,TRUE,TRUE,1,4,3,,5,5,2,2,,FALSE
47003,22-01-2021,Female,31,Munster,Business,TRUE,FALSE,1,2,1,1,1,3,1,3,1,FALSE
160037,21-09-2021,Male,44,Leinster,Business,FALSE,FALSE,1,1,5,4,3,4,4,4,5,TRUE
295384,01-04-2021,,,,Personal,TRUE,FALSE,1,1,3,5,4,3,2,2,5,FALSE
69559,08-06-2021,Male,,,Personal,FALSE,FALSE,3,3,5,5,4,4,2,4,2,TRUE
221019,26-11-2022,,34,Leinster,Business,TRUE,TRUE,4,4,4,2,2,1,3,4,1,FALSE
284168,31-07-2021,Not specified,23,Connacht,Business-Plus,TRUE,TRUE,3,3,3,,3,1,3,3,4,FALSE
291496,30-10-2021,Female,,Connacht,Personal,FALSE,TRUE,3,3,3,3,4,4,4,2,4,FALSE
117483,05-11-2022,Male,43,,Business,TRUE,FALSE,4,1,2,2,4,4,5,4,4,TRUE
17046,28-07-2022,Male,49,,Business,TRUE,FALSE,4,4,4,4,4,,3,4,4,TRUE
85321,07-07-2021,Male,48,Leinster,Business,TRUE,FALSE,3,3,2,4,2,5,4,1,2,FALSE
96046,07-11-2022,Not specified,49,Connacht,Business,TRUE,FALSE,1,3,5,2,5,5,5,5,3,TRUE
351713,16-07-2021,Female,48,Leinster,Business,TRUE,FALSE,5,5,5,,5,5,5,5,3,TRUE
240566,30-07-2022,Not specified,37,Munster,Personal,TRUE,FALSE,4,5,3,2,4,1,3,2,4,FALSE
16263,20-05-2021,Not specified,,Leinster,Personal,TRUE,FALSE,3,3,3,1,3,2,4,,,FALSE
345317,10-02-2021,Male,37,Ulster,Personal,TRUE,TRUE,4,4,,4,2,4,4,2,3,TRUE
318318,19-12-2021,Female,50,Connacht,Business,FALSE,FALSE,1,3,2,2,4,4,4,1,,TRUE
328232,13-06-2022,Female,58,Leinster,Business,TRUE,FALSE,5,1,5,5,5,5,3,4,5,TRUE
45084,20-01-2021,m,46,Leinster,Business,TRUE,FALSE,4,2,4,4,4,4,4,4,3,FALSE
52101,25-03-2022,Female,67,Connacht,Business,FALSE,FALSE,4,4,5,5,3,3,3,3,1,TRUE
317606,04-09-2021,Female,44,Leinster,Business,FALSE,FALSE,4,4,1,2,,4,4,4,4,TRUE
77290,03-06-2021,,19,Munster,Personal,TRUE,TRUE,5,1,3,2,3,2,3,4,,TRUE
315573,23-05-2021,Male,58,,Personal,TRUE,FALSE,1,1,1,4,,,4,5,4,FALSE
178165,03-03-2021,m,48,Leinster,Business,TRUE,FALSE,2,2,4,4,3,5,3,5,5,TRUE
172305,21-11-2022,Male,51,Leinster,Business,FALSE,FALSE,2,2,3,4,1,2,4,4,5,TRUE
276476,19-04-2021,Female,,Leinster,Personal,TRUE,TRUE,1,1,3,4,4,4,4,4,4,FALSE
284059,01-09-2022,Female,,Leinster,Business-Plus,TRUE,FALSE,3,3,3,3,1,3,4,1,3,FALSE
135393,24-09-2021,Male,58,Munster,Business,TRUE,FALSE,3,1,3,,4,5,5,,4,TRUE
120750,31-01-2022,Not specified,44,Connacht,Business,TRUE,FALSE,3,2,3,,3,,3,3,4,FALSE
371638,09-10-2022,Male,,Leinster,Business-Plus,TRUE,FALSE,5,5,5,3,5,4,5,2,3,TRUE
189161,23-07-2021,Female,32,Ulster,Business,TRUE,FALSE,4,4,3,3,3,3,1,4,3,TRUE
103010,27-08-2021,Male,,Munster,Personal,TRUE,TRUE,4,4,4,4,1,2,3,2,,FALSE
332937,03-10-2022,Not specified,46,Leinster,Business,TRUE,FALSE,1,4,4,3,5,4,3,4,,TRUE
25406,24-07-2021,Male,51,,Business-Plus,FALSE,FALSE,4,1,3,4,4,4,3,4,4,FALSE
74511,13-12-2021,Not specified,68,,Personal,TRUE,FALSE,1,3,2,1,1,4,1,2,1,FALSE
153089,14-01-2022,f,69,Connacht,Personal,TRUE,TRUE,1,1,4,3,1,1,2,,5,FALSE
170110,08-12-2021,Male,58,Leinster,Business,TRUE,FALSE,1,3,4,5,2,3,3,3,5,TRUE
307650,14-04-2022,m,47,Ulster,Business,TRUE,FALSE,4,3,5,5,5,5,5,5,,TRUE
134289,11-03-2021,Female,61,Leinster,Personal,FALSE,FALSE,,1,3,3,5,5,5,4,3,TRUE
250546,15-02-2021,Female,45,Munster,Business,TRUE,FALSE,5,2,4,5,3,1,2,4,3,FALSE
383851,18-04-2021,Female,55,,Business,TRUE,FALSE,4,4,4,3,5,5,5,5,,TRUE
116985,19-08-2022,,67,Leinster,Business,TRUE,FALSE,3,5,4,5,5,5,5,5,4,TRUE
162287,17-09-2021,Male,43,Leinster,Business,TRUE,FALSE,4,4,5,3,2,5,5,5,3,TRUE
230683,07-09-2022,Male,28,,Personal,FALSE,FALSE,2,2,2,1,1,1,4,3,1,FALSE
129850,08-07-2022,,66,Connacht,Business,TRUE,FALSE,1,2,5,4,5,5,5,5,,TRUE
380854,06-08-2021,,65,Munster,Personal,TRUE,TRUE,2,2,2,4,1,,1,4,4,FALSE
239457,07-07-2022,Male,64,,Business,FALSE,FALSE,2,2,5,5,1,4,4,4,4,TRUE
378064,26-09-2022,Male,43,Leinster,Business,TRUE,FALSE,2,1,4,5,4,4,4,4,4,TRUE
67172,28-05-2021,Male,47,Leinster,Personal,TRUE,TRUE,1,,4,4,5,3,3,4,5,TRUE
150503,26-04-2022,Female,66,,Business,FALSE,FALSE,1,1,5,4,4,4,4,4,2,TRUE
291099,24-10-2022,Male,38,Leinster,Business,TRUE,FALSE,4,4,4,4,4,1,2,4,,FALSE
28525,03-08-2022,Male,,Munster,Personal,TRUE,TRUE,3,4,4,,3,5,4,5,,FALSE
352983,03-03-2021,Female,52,Leinster,Business-Plus,FALSE,TRUE,3,3,2,3,2,3,3,3,4,FALSE
302181,19-01-2021,Male,48,Leinster,Business,TRUE,TRUE,3,3,5,3,4,4,2,2,4,FALSE
252853,08-04-2021,Female,32,Leinster,Business,TRUE,FALSE,3,1,3,3,3,2,1,2,1,FALSE
4969,05-06-2022,Female,30,,Personal,TRUE,FALSE,2,2,2,4,4,5,5,4,,FALSE
362313,18-05-2022,Female,30,Leinster,Business,TRUE,FALSE,,2,3,3,3,3,3,4,3,FALSE
35977,30-01-2021,Female,62,Leinster,Business,TRUE,FALSE,2,2,4,4,5,3,5,5,4,TRUE
189773,21-12-2022,Female,,Munster,Personal,TRUE,FALSE,1,2,2,,3,4,3,3,4,FALSE
184867,02-09-2021,Male,69,Leinster,Business,TRUE,FALSE,1,4,3,3,4,4,4,3,3,FALSE
130306,19-04-2021,Female,55,Leinster,Business,TRUE,FALSE,1,1,5,5,1,1,3,3,4,TRUE
163690,05-10-2022,Female,67,Munster,Personal,TRUE,TRUE,3,1,2,4,5,5,3,5,3,FALSE
191653,17-10-2022,,66,Leinster,Personal,FALSE,FALSE,3,1,4,3,3,3,3,,2,FALSE
105611,25-09-2021,Unspecified,64,Munster,Business-Plus,FALSE,TRUE,1,1,1,3,1,1,3,4,1,FALSE
231214,13-03-2021,Male,58,Leinster,Business,TRUE,FALSE,3,3,2,,4,5,4,5,4,FALSE
170919,28-08-2021,Female,62,,Business,TRUE,FALSE,2,2,2,,5,3,5,5,5,TRUE
31802,21-02-2022,Female,,Connacht,Personal,TRUE,TRUE,3,3,5,4,4,4,1,4,5,FALSE
50359,09-05-2022,m,63,Ulster,Business,FALSE,FALSE,3,4,3,4,4,2,3,3,3,FALSE
346284,02-09-2021,Male,56,Munster,Personal,TRUE,FALSE,3,3,4,4,3,1,4,2,4,FALSE
176576,13-06-2022,Male,33,Leinster,Personal,TRUE,FALSE,5,4,5,4,5,1,1,5,5,TRUE
221202,27-02-2022,Male,,Connacht,Personal,TRUE,TRUE,1,1,2,3,3,3,3,3,4,FALSE
264483,19-10-2022,,42,,Business,TRUE,FALSE,3,,3,1,5,,3,4,3,FALSE
2007,28-10-2022,Male,,Connacht,Personal,TRUE,TRUE,3,3,3,3,4,3,3,4,4,FALSE
341440,01-07-2021,Male,41,Leinster,Business-Plus,FALSE,FALSE,2,1,5,5,5,2,5,1,4,TRUE
389247,29-07-2022,Female,66,Leinster,Personal,TRUE,TRUE,3,3,3,3,4,,4,3,1,FALSE
194609,19-09-2022,Not specified,64,Connacht,Personal,TRUE,TRUE,1,3,4,4,4,4,4,4,4,FALSE
89067,11-09-2022,Female,29,,Personal,TRUE,FALSE,1,3,1,,1,2,1,,1,FALSE
248463,07-06-2022,Female,41,,Personal,TRUE,FALSE,4,4,2,3,3,2,3,3,3,FALSE
9596,20-06-2022,Not specified,79,Connacht,Personal,TRUE,FALSE,4,4,2,4,4,4,4,,4,FALSE
230221,21-05-2022,Female,40,Connacht,Business,TRUE,FALSE,1,3,4,4,1,1,1,1,4,FALSE
347128,02-06-2021,Female,32,Leinster,Business,TRUE,FALSE,4,2,3,4,4,2,3,2,4,FALSE
86732,12-12-2022,Female,46,Munster,Business,TRUE,FALSE,2,2,3,2,3,4,4,5,5,TRUE
229766,05-07-2022,Male,,,Personal,TRUE,FALSE,4,3,4,4,4,1,2,3,,TRUE
218230,07-02-2021,,57,,Business,TRUE,FALSE,1,1,4,4,4,4,,4,3,TRUE
335780,14-08-2022,Male,28,Munster,Personal,TRUE,TRUE,2,2,2,4,5,3,1,2,5,FALSE
275947,05-08-2022,Not specified,22,Leinster,Personal,TRUE,TRUE,2,1,2,2,4,5,4,5,4,FALSE
285029,25-04-2022,Female,40,Leinster,Personal,TRUE,TRUE,3,3,3,2,4,5,5,1,,FALSE
149760,27-04-2021,Male,70,Leinster,Personal,TRUE,TRUE,3,3,5,3,4,4,4,4,4,FALSE
98238,29-03-2021,Female,46,Munster,Business,TRUE,FALSE,2,2,4,4,4,4,4,2,4,TRUE
369107,18-10-2022,Male,41,Munster,Personal,TRUE,FALSE,4,4,1,4,4,3,4,4,4,FALSE
99100,27-05-2021,Unspecified,32,Connacht,Personal,TRUE,FALSE,3,3,2,5,5,1,4,1,4,FALSE
293433,21-09-2021,f,21,,Business-Plus,TRUE,TRUE,1,3,1,1,2,3,2,4,,FALSE
300230,24-03-2021,Not specified,27,Leinster,Personal,TRUE,TRUE,3,2,2,1,2,4,2,4,2,FALSE
106405,14-12-2021,m,36,Munster,Business,TRUE,FALSE,4,3,2,4,1,5,4,,4,TRUE
70109,22-10-2022,Female,37,Munster,Business,FALSE,FALSE,1,1,1,3,3,1,3,2,4,FALSE
350121,20-10-2021,Male,38,Leinster,Business,TRUE,FALSE,3,1,1,5,2,3,4,5,2,FALSE
87693,19-05-2021,,50,Ulster,Personal,FALSE,FALSE,2,2,2,2,2,1,3,1,2,FALSE
109101,22-05-2022,Female,44,Munster,Personal,TRUE,FALSE,3,3,3,3,3,2,4,,3,FALSE
211597,04-09-2022,Female,58,Ulster,Personal,TRUE,TRUE,3,4,1,2,3,4,4,3,3,FALSE
59899,12-07-2021,Female,35,,Business,TRUE,FALSE,2,2,2,5,5,1,3,3,,FALSE
306677,27-11-2021,Male,59,Leinster,Personal,TRUE,FALSE,2,1,2,3,3,2,5,1,,FALSE
327347,13-10-2022,,36,,Personal,TRUE,TRUE,4,3,4,3,4,3,2,3,4,FALSE
348296,13-08-2021,Female,42,Munster,Personal,TRUE,TRUE,4,4,4,4,3,1,5,4,3,TRUE
320964,06-04-2021,Male,46,Leinster,Business,TRUE,FALSE,5,5,4,1,4,1,4,4,3,TRUE
266929,14-06-2022,Not specified,21,Leinster,Business,TRUE,FALSE,3,1,3,2,3,1,3,1,3,FALSE
269646,16-06-2021,Male,57,Connacht,Business,TRUE,FALSE,1,1,4,5,5,2,5,5,3,TRUE
249013,20-05-2022,Female,46,Leinster,Business,TRUE,FALSE,1,1,4,5,4,4,4,4,1,TRUE
274983,25-03-2021,Male,41,Leinster,Personal,TRUE,TRUE,1,1,4,3,3,3,5,3,4,FALSE
34337,16-08-2022,Female,,Leinster,Personal,TRUE,FALSE,3,2,2,5,5,,2,4,5,FALSE
51351,14-01-2021,Male,56,Munster,Personal,FALSE,FALSE,2,2,2,4,3,3,4,3,1,FALSE
365683,21-05-2022,Female,37,Connacht,Personal,TRUE,FALSE,2,3,3,1,1,1,3,3,1,FALSE
163058,05-01-2021,f,33,Leinster,Business,TRUE,FALSE,2,2,1,3,1,5,5,,2,FALSE
304521,16-10-2022,,,Leinster,Personal,TRUE,FALSE,1,1,1,5,5,1,1,3,5,FALSE
81961,26-11-2022,Female,,Munster,Personal,TRUE,FALSE,1,3,4,3,3,4,4,1,3,FALSE
184914,06-10-2021,Female,,Munster,Personal,TRUE,TRUE,2,2,2,4,1,1,5,5,1,FALSE
85213,18-07-2021,Male,,,Business,TRUE,FALSE,3,4,4,5,4,,4,4,4,TRUE
173559,10-11-2022,,66,Munster,Business,TRUE,FALSE,2,2,5,4,5,5,1,5,3,TRUE
345115,25-07-2022,Female,32,Leinster,Business,TRUE,FALSE,5,5,5,4,4,4,4,5,4,TRUE
343367,27-02-2022,Female,80,Leinster,Business,TRUE,FALSE,2,2,5,5,2,1,4,4,4,TRUE
371603,09-10-2021,,45,Connacht,Personal,TRUE,FALSE,3,2,3,1,4,3,3,1,4,FALSE
128197,26-11-2022,Female,,Munster,Personal,TRUE,FALSE,2,2,2,1,1,4,1,3,1,FALSE
70310,19-09-2021,,22,,Personal,TRUE,FALSE,,2,4,4,4,4,4,4,2,TRUE
241263,28-06-2022,,48,Munster,Business,FALSE,TRUE,3,3,4,4,4,4,4,4,4,FALSE
351507,09-05-2021,Female,52,Ulster,Business,TRUE,FALSE,4,2,4,5,5,5,5,5,4,TRUE
337864,27-02-2021,Male,49,Leinster,Business-Plus,TRUE,TRUE,3,3,3,,4,3,4,4,4,FALSE
297216,27-09-2022,,54,Leinster,Business,TRUE,FALSE,4,4,4,5,4,2,1,4,4,TRUE
52844,06-12-2021,Male,59,Munster,Business,TRUE,FALSE,4,3,4,4,3,3,2,3,3,TRUE
246129,16-09-2022,Male,49,Leinster,Personal,FALSE,TRUE,4,4,3,1,2,3,3,3,2,FALSE
127551,02-06-2021,Female,48,Munster,Personal,FALSE,FALSE,4,4,4,4,4,5,1,3,4,TRUE
336919,16-12-2021,Female,42,Leinster,Business,TRUE,FALSE,2,4,3,4,2,2,4,2,3,FALSE
170886,06-08-2021,Not specified,65,Munster,Personal,TRUE,FALSE,1,3,4,4,1,2,1,1,,FALSE
115477,11-02-2021,Male,61,Munster,Business,TRUE,FALSE,3,1,3,2,3,3,3,3,,FALSE
331396,08-02-2022,Female,48,Connacht,Business-Plus,TRUE,FALSE,3,3,3,2,5,1,3,1,1,FALSE
24295,13-06-2021,Male,34,Munster,Personal,FALSE,TRUE,3,3,4,2,2,5,4,4,2,FALSE
206172,24-08-2021,Male,63,,Business,TRUE,FALSE,4,4,4,4,1,4,4,4,4,TRUE
293056,17-11-2021,Male,,Munster,Personal,FALSE,FALSE,4,2,4,1,1,4,2,4,1,FALSE
100987,01-11-2021,f,51,Connacht,Business,TRUE,TRUE,4,,2,3,5,1,4,3,1,FALSE
293487,30-11-2021,Not specified,53,Leinster,Personal,TRUE,FALSE,4,4,4,4,4,2,3,1,4,TRUE
283284,18-07-2021,Female,,Munster,Personal,TRUE,FALSE,3,2,3,3,3,2,2,3,3,FALSE
276088,15-12-2021,Female,,Leinster,Business,TRUE,FALSE,2,3,3,1,1,2,2,4,3,FALSE
187369,05-09-2022,Male,77,Leinster,Personal,TRUE,TRUE,3,3,5,3,3,1,1,3,3,FALSE
334485,05-01-2021,Male,46,Munster,Personal,TRUE,TRUE,3,,3,2,1,2,3,3,,FALSE
257198,26-05-2022,,33,Leinster,Personal,FALSE,FALSE,1,,2,2,4,4,3,2,3,FALSE
305984,06-02-2022,Male,49,Leinster,Business,TRUE,TRUE,4,4,4,3,1,1,1,1,1,FALSE
388574,23-11-2021,Male,51,Leinster,Business-Plus,TRUE,TRUE,3,1,3,4,1,,1,2,,FALSE
86361,22-06-2022,Female,34,Leinster,Personal,TRUE,TRUE,3,3,3,4,3,4,4,4,1,FALSE
